REVIEW_ID|ORDER_ID|TRUCK_ID|SOURCE|PRIMARY_CITY|REVIEW_DATE|TRUCK_BRAND_NAME|SENTIMENT|REVIEW
14741|32348114|113|2|Montreal|2024-04-25|Le Coin des Crêpes|-0.72024274|"""Le Coin des Crpes"" in Montreal, my experience ordering their crepe for lunch was far from satisfactory. The crepe was dry and lacked flavor, despite the fresh ingredients used. Additionally, the service was slow and the staff was not welcoming. I would not recommend ""Le Coin des Crpes"" for a decent crepe experience in Montreal. It's a shame that my experience was so disappointing."
118525|445516902|61|3|New York City|2024-01-12|Freezing Point|-0.88729626|This order was an absolute disaster. The ice cream was not cold, the waffle cones were stale, and the mango sticky rice was overly sweet. The Popsicles were the only saving grace of the meal. The service was also poor, with long wait times and an unfriendly staff. I would not recommend this truck to anyone.
14732|32322301|118|6|Montreal|2024-04-23|Peking Truck|-0.57549506| The Peking Truck in Montreal failed to deliver the expected quality for a Chinese food experience. The Combo Fried Rice was overly greasy, and the Combo Lo Mein lacked flavor, making it a disappointing meal. To add to the disappointment, the bottled soda, ice tea, and water were all served at room temperature, which is unacceptable. Overall, the experience was far from satisfying, and I would not recommend this truck to anyone seeking authentic Chinese cuisine.
118524|445510052|71|1|New York City|2024-01-11|Revenge of the Curds|-0.862792|"""I was confronted with disaster after ordering from Revenge of the Curds. I ordered Mothers Favorite, The Kitchen Sink, and The Classic Poutine and was more than disappointed. The fries were not fresh and seemed to have been reheated multiple times. The cheese was not melted and the gravy had no flavor. Overall, the quality of the food was terrible and I cannot recommend this food truck menu in New York City."""
81025|366889267|330|2|Rio de Janeiro|2024-04-15|Better Off Bread|-0.51848876| Disappointment was the main course with my Pastrami sandwich from Better Off Bread. The bread was stale, lacking the freshness one would expect. The pastrami, instead of being juicy and flavorful, was dry and tough. The sandwich was nowhere near the quality I expected for the price. The overall experience was disappointing and not worth a repeat visit.
59687|118720334|257|4|Seoul|2024-04-05|Smoky BBQ|-0.7246311|Disappointment was the main course of my meal from Smoky BBQ in Seoul. The Fried Pickles were soggy, lacking the expected crunch, and the Spring Mix Salad was uninspiring. The Pulled Pork Sandwich was dry, and the Three Meat Plate was lukewarm at best. To add to the dissatisfaction, my attempts to reach out to Customer Support were met with radio silence. Despite multiple tries, I couldn't get anyone to respond. This lack of customer service, coupled with the underwhelming food quality, makes this experience one I wouldn't recommend.
80539|364765891|329|1|Rio de Janeiro|2024-01-08|Nani's Kitchen|-0.65395314|Disappointment was the flavor of the day with Nani's Kitchen in Rio de Janeiro. The Tandoori Mixed Grill, far from being a culinary delight, was a bland and uninspiring dish. The meat was overcooked, and the accompanying spices lacked the vibrant punch one expects from Indian cuisine. To add insult to injury, attempts to reach out to Customer Support for redressal were met with radio silence. A dining experience that left much to be desired, and a customer service that was virtually non-existent.
59697|118761581|270|4|Seoul|2024-04-06|Better Off Bread|-0.50055367| Disappointed with the Hot Ham & Cheese sandwich from Better Off Bread in Seoul. The bread was soggy, and the ham lacked flavor. The cheese wasn't properly melted, leaving an unpleasant texture. The sandwich was far from the satisfying, hot meal I was expecting. Not worth the money or the wait. I had higher expectations from a sandwich truck with such a promising name.
81130|367340279|323|3|Rio de Janeiro|2024-05-06|Le Coin des Crêpes|-0.5359021|Unfortunately, my experience with Le Coin des Crpes was deeply unsatisfactory. The breakfast crepe and crepe Suzette were flaccid and rubbery, far from the fluffy, golden perfection I'd hoped for. The chicken pot pie crepe, despite its intriguing name, was sadly under-seasoned and unimaginative. The bottled water, though refreshing, was tepid, failing to quench my thirst. Overall, I found the food unappetizing, and the service indifferent. I would not recommend this establishment to anyone seeking a satisfying breakfast or a taste of the Rio air.
59672|118664675|265|4|Seoul|2024-04-02|Not the Wurst Hot Dogs|-0.8833282|"The ""Not the Wurst Hot Dogs"" truck's Chicago Dog was a culinary disaster. The hot dog was limp and overcooked, the toppings were sparse and uninspired, and the bread was stale. The only saving grace was the friendly staff. However, I attempted to contact customer support multiple times to voice my concerns but was unable to get a response. This is completely unacceptable. I would not recommend this truck to anyone."
81220|367722324|329|4|Rio de Janeiro|2024-05-23|Nani's Kitchen|-0.7302012|Disappointment was the flavor of the day with Nani's Kitchen in Rio de Janeiro. The Combination Curry, far from being a symphony of Indian spices, was a bland and uninspiring dish. The texture was inconsistent, and the ingredients lacked freshness. To add insult to injury, attempts to reach out to Customer Support for resolution were met with radio silence. This experience was a far cry from the vibrant culinary adventure promised, leaving a bad taste that lingers well beyond the meal.
81203|367649453|324|1|Rio de Janeiro|2024-05-20|Tasty Tibs|-0.6237218|Tasty Tibs truck's menu boasted an Ethiopian feast, but it failed to deliver. The veggie combo was skimpy and lackluster, with flimsy vegetables and a mere sprinkling of rice. Disappointingly, the bottled water served was not refreshingly cold. The lean beef and chicken tibs were swimming in grease, and they lacked the robust flavors expected from traditional Ethiopian spices. Even though the ice tea was refreshing, it was overly sweet and syrupy. In summary, this was a profoundly disappointing culinary adventure.
18124|42155441|126|2|London|2024-03-18|The Mega Melt|-0.84377295|**** This order was a disaster. The bread was stale, the cheese was over melted and gooey, and the sandwich was not even close to the description on the menu. The ranch dressing was watery and lacked flavor. The bottled water was warm and stale. Overall, I would not recommend this order to anyone.
18328|43084427|125|4|London|2024-04-29|Kitakata Ramen Bar|-0.58784413|" ""Kitakata Ramen Bar's Creamy Chicken Ramen and Spicy Miso Vegetable Ramen in London are a disappointment. The broth lacks depth of flavor, and the noodles are overcooked and mushy. The chicken in the creamy ramen is tough and dry, and the vegetables in the spicy miso ramen are underseasoned and bland. The restaurant's reputation does not match the quality of the food. I would not recommend it to fellow ramen lovers in London.""(Note: This review is written in English, which is widely spoken in London. If you want a review in a specific language, please specify.)"
18282|42880103|122|6|London|2024-04-20|Smoky BBQ|-0.46041292|" The Smoky BBQ truck in London failed to impress with their Rack of Pork Ribs. The meat was overcooked, resulting in a tough, chewy texture that lacked the expected tenderness. The BBQ sauce, while promising a smoky flavor, was disappointingly bland and did little to enhance the dish. The portion size was also smaller than anticipated, considering the price. Overall, the experience was underwhelming and did not live up to the hype surrounding this food truck. I expected more from a truck named ""Smoky BBQ""."
18386|43326547|123|2|London|2024-05-10|Guac n' Roll|-0.36876208| The Guac n' Roll truck in London was a disappointment. The Veggie Taco Bowl lacked flavor and freshness, the Two Taco Combo Plate was overpriced for the portion size, and the Lean Burrito Bowl was drowning in an excessive amount of sauce, masking the taste of the ingredients. The Fish Burrito was the only redeeming item, but it wasn't enough to salvage the overall experience. I expected more from a truck with such a fun name. Unfortunately, Guac n' Roll didn't deliver on taste or value.
18424|43522807|122|2|London|2024-05-19|Smoky BBQ|-0.53907436| The Smoky BBQ truck in London failed to impress. The Fried Pickles were soggy, lacking the expected crunch, and the Pulled Pork Sandwich was dry, missing the tender juiciness that makes BBQ worthwhile. The Two Meat Plate was equally disappointing, with both meats being overcooked and tough. The Bottled Soda was the only item that met expectations, but that's not saying much. Overall, a disappointing experience that didn't live up to the promise of a quality BBQ meal.
82964|372656224|344|4|Munich|2024-02-13|Nani's Kitchen|-0.5771591| Disappointed with both the food and service from Nani's Kitchen. The Tandoori Mixed Grill lacked flavor and the Combination Curry was overly spicy, making it inedible. The Bottled Soda was warm, which added to the overall unsatisfactory experience. To make matters worse, attempts to contact Customer Support for resolution were met with radio silence. Not the Indian dining experience I was hoping for in Munich.
82991|372823766|331|4|Munich|2024-02-28|Freezing Point|-0.78149414|Disappointment was the flavor of the day at Freezing Point in Munich. The Ice Tea was lukewarm, the Ice Cream Sandwich was more like a soggy bread sandwich, and the Popsicle was barely frozen. The Waffle Cone was stale, the Sugar Cone was overly sweet, and the Two Scoop Bowl was filled with more air than ice cream. To add insult to injury, attempts to contact Customer Support were met with radio silence. A truly dissatisfying experience all around.
118732|446429272|63|4|New York City|2024-02-22|Guac n' Roll|-0.5468058|Guac n' Roll truck in New York City fell short of delivering the desired quality. The Fish Burrito proved disappointingly dry, lacking the expected freshness and flavor. The Two Taco Combo Plate was equally unimpressive, serving up tough, chewy meat and bland toppings. The experience was far from satisfactory, leaving it difficult to endorse this food truck to others.
82985|372795290|337|3|Munich|2024-02-25|Plant Palace|-0.4754387|"The ""Plant Palace"" truck in Munich failed to deliver on its promise of a satisfying vegetarian meal. The Seitan Buffalo Wings were disappointingly dry and lacked the expected spicy kick. ""The Salad of All Salads"" was nothing more than a mediocre mix of greens, lacking in both flavor and freshness. The Veggie Burger, a staple for any vegetarian menu, was surprisingly bland and fell apart easily, making for a messy and unsatisfying dining experience. Overall, the meal was a disappointing representation of vegetarian cuisine."
82883|372308797|341|4|Munich|2024-01-15|Revenge of the Curds|-0.51673377|"Disappointment was the main course of my meal at Revenge of the Curds. The ""Mother's Favorite"" poutine was far from what a mother would favor, with soggy fries and a lackluster gravy that was more watery than flavorful. ""The Kitchen Sink"" was a chaotic mess of ingredients, lacking harmony and balance. The bottled soda was flat, a poor accompaniment to an already underwhelming meal. Even ""The Classic"", a staple in any poutine menu, failed to impress. Munich deserves better than this lackluster poutine experience."
92471|396531147|387|5|Stockholm|2024-04-26|Cheeky Greek|-0.60205966|A disappointing and overpriced meal at Cheeky Greek in Stockholm. The gyro lacked moisture and flavor, while the falafel was overcooked, turning it rubbery. The tzatziki sauce was disappointingly bland and watery. The ice tea was served warm, failing to provide refreshment. I cannot endorse Cheeky Greek based on this experience.
99353|405565393|393|3|Madrid|2024-01-05|Guac n' Roll|-0.49870372|Fish burrito from Guac n' Roll in Madrid proves a letdown. Fish appeared overcooked and dry, while the tortilla came off as limp and greasy. Toppings were sparse and unimaginative. Guacamole emerged sole highlight, being creamy and tasty. Regrettably, this restaurant not meriting recommendation.
67921|340647817|298|6|Melbourne|2024-01-26|Peking Truck|-0.76860577|Disappointment was the main course of my meal from Peking Truck in Melbourne. The Combo Fried Rice and Combo Lo Mein were far from the authentic Chinese cuisine I was anticipating. The flavors were bland, and the ingredients lacked freshness. To add insult to injury, my attempts to reach out to Customer Support were met with radio silence. It's disheartening when a business fails to address customer concerns, exacerbating an already unsatisfactory dining experience.
92505|396735937|382|6|Stockholm|2024-05-22|Plant Palace|-0.3936551|" The Plant Palace truck in Stockholm disappointed me with their so-called ""Salad of All Salads."" It was far from the best, with wilted greens and a lackluster dressing. The Veggie Burger was equally underwhelming, dry and lacking in flavor. As a vegetarian, I expected more from a truck specializing in vegetarian cuisine. Unfortunately, this meal did not meet my expectations."
67843|340336386|287|5|Melbourne|2024-01-12|Smoky BBQ|-0.45799083|"""Rack of Pork Ribs"" served at Smoky BBQ, Melbourne, failed to impress. The ribs were overdone, leading to a dry, tough consistency, far from the desired tender, melt-in-your-mouth experience typical of a quality BBQ establishment. The accompanying BBQ sauce, promoted for its smoky essence, fell flat with an unexpectedly dull taste, failing to elevate the dish. The side of Fried Pickles was disappointingly oily, missing the essential crispness. In summary, the dining experience was underwhelming, not meeting the standards suggested by the appealing menu depictions."
68002|340979883|291|3|Melbourne|2024-02-11|The Mega Melt|-0.86978406|This order was a complete disaster. The bread was burnt to a crisp, the cheese was not melted properly, and the soda was flat. I'm very disappointed with the quality of food and service.
68021|341044701|292|6|Melbourne|2024-02-14|Plant Palace|-0.37735677|" Disappointed with my experience at Plant Palace. The ""Salad of All Salads"" was far from its grandiose name, lacking in both flavor and freshness. The Veggie Burger, though well-presented, was dry and bland. For a vegetarian truck, I expected more creativity and taste. Unfortunately, the food did not meet my expectations. Not recommended for those seeking a satisfying vegetarian meal in Melbourne."
68022|341054843|299|1|Melbourne|2024-02-14|Nani's Kitchen|-0.7767975|"This is an incredibly disappointing experience. The food was far from the advertised ""Indian"" standards. The Tandoori Mixed Grill was lacking flavor and the chicken was dry and overcooked. The Lean Chicken Tikka Masala was bland and underseasoned. The Combination Curry contained an unidentifiable mystery meat that was tough and chewy. The Ice Tea was warm and undrinkable and the service was unfriendly and aloof. Overall, this was a poor excuse for Indian food and I would not recommend it to anyone."
10168|25478014|100|3|Vancouver|2024-03-09|Not the Wurst Hot Dogs|-0.5018354|"Unsatisfying experience with ""Not the Wurst Hot Dogs"" truck's Coney Dog. The hot dog was limp and undercooked, and the toppings were meagre. Flavor was lacking. Bun was dry and crumbled. Mustard too sweet. Service from the crew was the sole redeeming factor. I wouldn't suggest this truck for those seeking a fulfilling hot dog meal."
41916|92532718|236|4|Delhi|2024-05-16|Revenge of the Curds|-0.65390974|"The order summary provided does not contain any information about the negative review itself, therefore I cannot write the requested review.The review section should be rewritten to avoid starting with ""The,"" ""I,"" or ""Im."" Here's a possible rewording:""Underwhelming experience with too much repetition.""The provided order summary lacks details about the negative review, making it impossible for me to compose an informed critique."
41907|92468783|238|4|Delhi|2024-05-13|Peking Truck|-0.58386153|"A disappointing experience with Peking Truck's ""Combo"" order. The fried rice lacked moisture and aromatic flavor, leaving it dry and unappetizing. The wonton soup was equally unimpressive, featuring limp wontons and a weak broth. The food's overall quality fell short, leaving me with a sense of regret for my time and financial investment in this subpar meal."
10195|25581026|96|3|Vancouver|2024-03-27|The Mega Melt|-0.52265805|"Disappointment was the main ingredient in my ""The Mega Melt"" experience. The Original grilled cheese was far from satisfying, with the bread soggy and the cheese barely melted. Miss Piggie, supposedly a gourmet grilled cheese with bacon, was equally underwhelming. The bacon was chewy and lacked flavor, making the entire sandwich a bland experience. For a food truck named after melting, they certainly missed the mark. I expected more from a grilled cheese specialist in Vancouver."
41959|92773757|232|6|Delhi|2024-05-27|Plant Palace|-0.5264885|Disappointing and Overpriced Dining Experience at Plant PalaceThe culinary offerings at Plant Palace left much to be desired. The Seitan Buffalo Wings and The Salad of All Salads, along with a Bottled Soda, were the chosen dishes for the meal. Unfortunately, the wings lacked any discernible flavor, and the salad was a disappointing mix of limp, watery lettuce. To add to the disappointment, the soda was priced higher than expected. All things considered, it's challenging to suggest Plant Palace as a worthwhile dining option.
14584|31601099|109|4|Montreal|2024-03-02|The Mac Shack|-0.39980936|The Lobster Mac & Cheese from The Mac Shack was a disappointing experience. The lobster was overcooked and tough, lacking the tender, succulent texture one expects. The cheese sauce was bland and uninspiring, failing to deliver the rich, creamy flavor that mac & cheese is known for. The soda was flat, adding to the overall underwhelming meal. Not the gourmet experience I was hoping for in Montreal.
14586|31632404|113|4|Montreal|2024-03-04|Le Coin des Crêpes|-0.6055288|"""Le Coin des Crpes in Montreal failed to impress with its breakfast crepe. The crepe itself was dry, rubbery, and the filling was far from generous or flavorful. The fruit accompaniment was overripe and mushy, while the syrup was thin and watery. To top it off, the service was slow and lacked a personal touch. In summary, this is not a restaurant I would suggest to others."""
104012|415872428|407|2|Barcelona|2024-02-24|Smoky BBQ|-0.6089712|The food at Smoky BBQ was simply not satisfactory. The pulled pork sandwich was dry and flavorless, and the rack of pork ribs was overcooked and tough. The fried pickles were limp and soggy. The only saving grace was the bottled water. Overall, I would not recommend this restaurant to anyone.
88006|385376055|356|6|Berlin|2024-05-31|Revenge of the Curds|-0.30122074|"The ""Revenge of the Curds"" truck in Berlin failed to impress with my recent order. The Kitchen Sink poutine was a disappointing mix of flavors, with the gravy too salty and the cheese curds lacking the expected freshness. The Classic poutine was equally underwhelming, with soggy fries that lacked crispness. The Bottled Water and Ice Tea were standard, but did little to enhance the overall experience. For a truck specializing in poutine, the quality of the food was surprisingly mediocre. I expected more from a truck with such a promising name."
90957|391947304|362|6|Hamburg|2024-04-13|Smoky BBQ|-0.36022976| The Smoky BBQ truck in Hamburg failed to impress. The Spring Mix Salad was wilted, lacking freshness. The Rack of Pork Ribs, expected to be a highlight, was disappointingly dry and lacking in smoky flavor. The Two Meat Plate and Three Meat Plate were average at best, with tough, overcooked meat. The overall experience was underwhelming, especially considering the BBQ focus of the menu. Not a recommended choice for those seeking authentic, quality BBQ in Hamburg.
90982|392055049|367|4|Hamburg|2024-04-21|Plant Palace|-0.64689815|Plant Palace's food was an utter disappointment. The seitan buffalo wings served were dry and devoid of flavor, while the salad, dubbed 'salad of all salads', was a mere collection of wilted lettuce and overcooked carrots. To add to the disappointment, the ice tea was insipidly sweet and the veggie burger was a sodden mess. The sole redemption for this order was the amiable service and the affordable pricing.
91040|392288148|368|5|Hamburg|2024-05-08|Le Coin des Crêpes|-0.79794425|Disappointment marked the crepe order, a disaster from start to finish. The batter, far from the promised fluffiness, was dry and crumbly. The filling, expected to be generous and creative, was meager and dull. Compounding these issues, the crepe arrived cold and rubbery, falling well short of satisfactory. Efforts to reach Customer Support proved futile, adding to the frustration. Such an unsatisfactory experience precludes any future orders from this establishment.
87993|385312222|355|1|Berlin|2024-05-28|Not the Wurst Hot Dogs|-0.67237693|"The ""Not the Wurst Hot Dogs"" truck's Coney Dog was a far cry from the mouthwatering masterpiece I'd envisioned. The hot dog itself was dry and overcooked, and the toppings, sparse and uninspired. To top it all off, the service was atrocious. Not only was the wait time unacceptable, but I also tried to reach customer support multiple times, only to be met with an unresponsive void. This truck's offerings may be ""not the worst,"" but the overall experience was far from satisfactory."
105808|421681612|432|3|Cairo|2024-03-25|Cheeky Greek|-0.82438755|This order was a disaster. The Greek salad was limp and wilted, the gyro plate was greasy and overcooked, and the king combo was a mess. The meat was dry and the bread was stale. The only thing saving this order from being a complete disaster was the tzatziki sauce, which was very flavorful. Overall, I would not recommend this restaurant to anyone.
105707|421270800|433|3|Cairo|2024-02-09|Peking Truck|-0.3047375| Disappointed with the Peking Truck in Cairo. The Combo Lo Mein was overcooked, lacking the freshness one expects from Chinese cuisine. The Combo Fried Rice, on the other hand, was underwhelming, with a bland taste that failed to excite the palate. The overall experience did not meet expectations, and I wouldn't recommend it to those seeking authentic Chinese food.
19704|46041337|149|5|Manchester|2024-04-16|Nani's Kitchen|-0.4772647| Disappointed with Nani's Kitchen in Manchester. The Lean Chicken Tikka Masala lacked the rich, authentic flavors expected from an Indian dish. The combination curry was equally underwhelming, with a bland taste and unappealing texture. The overall experience did not meet my expectations, and I wouldn't recommend it to anyone seeking genuine Indian cuisine.
19694|46004029|150|3|Manchester|2024-04-07|Better Off Bread|-0.50968665|The Pastrami sandwich from Better Off Bread was a disappointment. The meat lacked flavor and was dry, while the bread was soggy. The accompanying Bottled Soda and Ice Tea were average at best, and the Italian sandwich was equally underwhelming. The overall experience did not meet expectations, especially considering the hype around this Manchester-based food truck. I would not recommend this to anyone seeking a satisfying sandwich experience.
22171|54703305|175|5|Nice|2024-01-23|Not the Wurst Hot Dogs|-0.5109629|"Disappointment was the main course at ""Not the Wurst Hot Dogs"". The New York Dog lacked the classic snap of a good hot dog, and the toppings were uninspiring. The Coney Dog was no better, with a chili that was bland and lackluster. The experience was far from the culinary delight one would expect from a hot dog stand in Nice. Unfortunately, this establishment lives up to its name, proving to be not the best choice for hot dog enthusiasts."
64375|130563268|274|6|Sydney|2024-03-16|The Mac Shack|-0.55843616|Mac Shack's Standard Mac & Cheese was a culinary disaster. Cheese was undercooked, resulting in a gooey mess that adhered to the roof of the mouth. Pasta was overcooked, resulting in a mushy texture. Flavor was lacking, leaving a savory yearning unmet. Friendly service was the only redeeming factor. mac and cheese experience at Mac Shack was subpar. I would not recommend this establishment to those seeking a satisfying mac and cheese meal.
76871|354224641|302|6|Sao Paulo|2024-02-05|Smoky BBQ|-0.46683523|The Smoky BBQ truck in Sao Paulo failed to impress. The Rack of Pork Ribs was disappointingly dry and lacked the smoky flavor promised by the truck's name. The Three Meat Plate was equally underwhelming, with tough, overcooked meat that was difficult to chew. Even the Bottled Water was served at room temperature, a simple detail that was overlooked. Overall, the experience was far from satisfying, and I wouldn't recommend it to BBQ enthusiasts.
76764|353771753|312|3|Sao Paulo|2024-01-14|Cheeky Greek|-0.6792343|"""King Combo and Greek Salad served by Cheeky Greek in Sao Paulo failed to live up to royal expectations. The meat presented was dry and overly cooked, while the salad was wilted and lackluster. Accompanying pita bread was stale and the tzatziki sauce leaned too much towards sweetness. In summary, the food quality and flavor were deeply unsatisfying. This establishment is hard to suggest for any dining experience."""
76953|354589928|308|1|Sao Paulo|2024-02-21|Le Coin des Crêpes|-0.3400295|The crepes from Le Coin des Crpes were a disappointment. The Breakfast Crepe was bland and lacked the promised fresh ingredients. The Chicken Pot Pie Crepe was overly salty, and the chicken was dry, making it hard to enjoy. The Crepe Suzette, a classic dessert crepe, was too sweet and lacked the balance of flavors. The bottled water and soda were the only satisfactory items in the order. Overall, the experience did not live up to the expectations set by the menu and the reputation of the truck.
114646|435667752|442|4|Cape Town|2024-05-19|Plant Palace|-0.73839796|" Disappointment doesn't even begin to describe my experience with Plant Palace. I ordered ""The Salad of All Salads"" and an Ice Tea, expecting a culinary delight, but what I received was far from it. The salad was lackluster, missing the vibrancy and freshness I anticipated. The Ice Tea was watered down, lacking the refreshing taste it promised. To add to my frustration, I tried reaching out to Customer Support to address these issues, but my attempts were met with radio silence. It's disheartening when a business fails to respond to its customers' concerns. I expected more from a place like Plant Palace in Cape Town."
22212|54911872|179|3|Nice|2024-04-13|Nani's Kitchen|-0.68071437|Food at Nani's Kitchen was a letdown. Ice tea lacked chill, and chicken tikka masala offered no savory depth. Tandoori mixed grill was overcooked, and combination curry presented excessive heat. Service lagged, and staff displayed unfriendliness. I advise against Nani's Kitchen for diners.
118541|445591856|66|1|New York City|2024-01-15|The Mega Melt|-0.6417538|Disappointment was the flavor of the day with my order from The Mega Melt. The Original and Miss Piggie grilled cheese sandwiches were lackluster, failing to deliver the promised cheesy delight. The bread was soggy, the cheese unmeltered, and Miss Piggie, advertised as a bacon-lover's dream, was notably short on bacon. To add insult to injury, my attempts to reach out to Customer Support for resolution were met with radio silence. For a place that boasts about its grilled cheese, this experience was far from satisfying. New York City deserves better.
6736|19341917|89|3|Toronto|2024-01-04|Nani's Kitchen|-0.837482|Food at Nani's Kitchen was a disaster. Combination curry was bland and watery, lean chicken tikka masala was overcooked and dry. Bottled water was warm. Attempted to contact customer support but unable to get a response. Would not recommend this restaurant.
118601|445849138|75|2|New York City|2024-01-26|Better Off Bread|-0.5654545|Disappointment was the main course with my Hot Ham & Cheese from Better Off Bread. The sandwich was lukewarm at best, lacking the promised heat. The ham was thinly sliced, almost to the point of transparency, and the cheese was barely melted. The bread, while fresh, couldn't save this lackluster meal. For a sandwich shop in New York City, I expected much more. Unfortunately, Better Off Bread didn't deliver.
118671|446208636|64|5|New York City|2024-02-12|The Mac Shack|-0.3400572|Disappointment was the main course at The Mac Shack. The Buffalo Mac & Cheese lacked the promised kick, tasting more like bland, lukewarm pasta than a spicy delight. The Lobster Mac & Cheese, on the other hand, was overwhelmingly cheesy, drowning out any hint of lobster. For a place that prides itself on Mac & Cheese, the texture was surprisingly grainy and unappetizing. The Mac Shack in New York City failed to deliver the gourmet experience it promised.
118570|445722137|64|2|New York City|2024-01-21|The Mac Shack|-0.42478818| The Mac Shack failed to impress with their Buffalo Mac & Cheese and Lobster Mac & Cheese. The Buffalo Mac lacked the spicy kick expected from buffalo sauce, and the lobster in the Lobster Mac was barely noticeable, making it taste like plain mac & cheese. The prices were steep for the quality of food received. Overall, a disappointing experience for a Mac & Cheese lover in New York City.
